PID,keywords,mods.grants,mods.abstract,fgs.state,dc.title,dc.language,mods.sm_key_words,fgs.lastModifiedDate,mods.sm_collection,mods.language,mods.title,mods.sm_report_number,dc.subject,mods.sm_corporate_creator,rdf.isOpenAccess,mods.origin,dc.description,mods.raw_date,mods.sm_format,mods.sm_oclc_number,rdf.redirectsTo,mods.sm_geographical_coverage,mods.subject_topic,fgs.createdDate,mods.sm_ntl_classification,mods.sm_resource_type,mods.sm_edition,mods.sm_corporate_publisher,DS1.mimetype_txt_en,DS1.label_txt_en,DS1.filesize_tl,DS1.checksum_txt_en,mods.ss_publishyear,fgs.ownerId,rdf.isMemberOf,dc.identifier,mods.sm_creator,fgs.label,rdf.isPeerTo,mods.sm_digital_object_identifier,mods.ss_jobid,DS2.mimetype_txt_en,DS2.label_txt_en,DS2.filesize_tl,DS2.checksum_txt_en,DS2.sourceurl,dc.publisher,dc.format,dc.type,dc.creator,dc.coverage,DS1.sourceurl,mods.orcidId,mods.sm_contributor,dc.contributor,mods.alt_title,mods.note,mods.sm_corporate_contributor,DS_EXCEL.mimetype_txt_en,DS_EXCEL.label_txt_en,DS_EXCEL.filesize_tl,DS_EXCEL.checksum_txt_en,mods.sm_contracting_officer,DS3.mimetype_txt_en,DS3.label_txt_en,DS3.filesize_tl,DS3.checksum_txt_en,DS3.sourceurl,DS4.mimetype_txt_en,DS4.label_txt_en,DS4.filesize_tl,DS4.checksum_txt_en,DS4.sourceurl,mods.sm_alternate_url,mods.table_of_contents,rdf.underCategory,rdf.hasOrder,rdf.isCollection,rdf.categoryOrder,rdf.isFeaturedCollection,mods.sm_rights_statement,mods.related_series,DS_MS_NON_EXCEL.mimetype_txt_en,DS_MS_NON_EXCEL.label_txt_en,DS_MS_NON_EXCEL.filesize_tl,DS_MS_NON_EXCEL.checksum_txt_en,mods.sm_tris_online_accession_number,rdf.hasExternalLink,rdf.hasMoreDocuments,DS5.mimetype_txt_en,DS5.label_txt_en,DS5.filesize_tl,DS5.checksum_txt_en,DS5.sourceurl,DS10.mimetype_txt_en,DS10.label_txt_en,DS10.filesize_tl,DS10.checksum_txt_en,DS10.sourceurl,DS11.mimetype_txt_en,DS11.label_txt_en,DS11.filesize_tl,DS11.checksum_txt_en,DS11.sourceurl,DS12.mimetype_txt_en,DS12.label_txt_en,DS12.filesize_tl,DS12.checksum_txt_en,DS12.sourceurl,DS13.mimetype_txt_en,DS13.label_txt_en,DS13.filesize_tl,DS13.checksum_txt_en,DS13.sourceurl,DS14.mimetype_txt_en,DS14.label_txt_en,DS14.filesize_tl,DS14.checksum_txt_en,DS14.sourceurl,DS15.mimetype_txt_en,DS15.label_txt_en,DS15.filesize_tl,DS15.checksum_txt_en,DS15.sourceurl,DS16.mimetype_txt_en,DS16.label_txt_en,DS16.filesize_tl,DS16.checksum_txt_en,DS16.sourceurl,DS17.mimetype_txt_en,DS17.label_txt_en,DS17.filesize_tl,DS17.checksum_txt_en,DS17.sourceurl,DS18.mimetype_txt_en,DS18.label_txt_en,DS18.filesize_tl,DS18.checksum_txt_en,DS18.sourceurl,DS6.mimetype_txt_en,DS6.label_txt_en,DS6.filesize_tl,DS6.checksum_txt_en,DS6.sourceurl,DS7.mimetype_txt_en,DS7.label_txt_en,DS7.filesize_tl,DS7.checksum_txt_en,DS7.sourceurl,DS8.mimetype_txt_en,DS8.label_txt_en,DS8.filesize_tl,DS8.checksum_txt_en,DS8.sourceurl,DS9.mimetype_txt_en,DS9.label_txt_en,DS9.filesize_tl,DS9.checksum_txt_en,DS9.sourceurl,DS_MS_NON_EXCEL.sourceurl,rdf.isSpotlightChild,rdf.isSupersededBy,mods.sm_isbn,mods.sm_issn,mods.physical_description,mods.sm_copyright_date,mods.sm_publisher,rdf.isGRFeaturedChild,rdf.isFeatured,rdf.featuredType,rdf.inSpotlight,rdf.featuredUrl,rdf.isGRFeatured,dc.rights,rdf.featuredPosition,rdf.featuredPositionTemp,DS19.mimetype_txt_en,DS19.label_txt_en,DS19.filesize_tl,DS19.checksum_txt_en,DS19.sourceurl,DS20.mimetype_txt_en,DS20.label_txt_en,DS20.filesize_tl,DS20.checksum_txt_en,DS20.sourceurl,DS21.mimetype_txt_en,DS21.label_txt_en,DS21.filesize_tl,DS21.checksum_txt_en,DS21.sourceurl,DS22.mimetype_txt_en,DS22.label_txt_en,DS22.filesize_tl,DS22.checksum_txt_en,DS22.sourceurl,DS23.mimetype_txt_en,DS23.label_txt_en,DS23.filesize_tl,DS23.checksum_txt_en,DS23.sourceurl,DS24.mimetype_txt_en,DS24.label_txt_en,DS24.filesize_tl,DS24.checksum_txt_en,DS24.sourceurl,DS25.mimetype_txt_en,DS25.label_txt_en,DS25.filesize_tl,DS25.checksum_txt_en,DS25.sourceurl,DS26.mimetype_txt_en,DS26.label_txt_en,DS26.filesize_tl,DS26.checksum_txt_en,DS26.sourceurl,DS27.mimetype_txt_en,DS27.label_txt_en,DS27.filesize_tl,DS27.checksum_txt_en,DS27.sourceurl,DS28.mimetype_txt_en,DS28.label_txt_en,DS28.filesize_tl,DS28.checksum_txt_en,DS28.sourceurl,DS29.mimetype_txt_en,DS29.label_txt_en,DS29.filesize_tl,DS29.checksum_txt_en,DS29.sourceurl,DS30.mimetype_txt_en,DS30.label_txt_en,DS30.filesize_tl,DS30.checksum_txt_en,DS30.sourceurl,DS31.mimetype_txt_en,DS31.label_txt_en,DS31.filesize_tl,DS31.checksum_txt_en,DS31.sourceurl,DS32.mimetype_txt_en,DS32.label_txt_en,DS32.filesize_tl,DS32.checksum_txt_en,DS32.sourceurl,DS33.mimetype_txt_en,DS33.label_txt_en,DS33.filesize_tl,DS33.checksum_txt_en,DS33.sourceurl,DS34.mimetype_txt_en,DS34.label_txt_en,DS34.filesize_tl,DS34.checksum_txt_en,DS34.sourceurl,rdf.quickLinkUrl,rdf.isQuickLink,rdf.underSection,DS_EXCEL.sourceurl,mods.embargo_date,rdf.hasDataset,rdf.hasPublication,mods.ss_keyvalue,mods.sm_researchhub_id,dc.date,dc.source,dc.identifier.uri,dc.contributor.author,dc.contributor.collaborator,dc.coverage.spatial,dc.contributor.creator,dc.relation.isPartOf,dc.description.abstract,dc.rights.accessRights,dc.relation.isVersionOf,dc.contributor.consultant,dc.description.tableOfContents,dc.title.alternative,DS1.checksumsha256_txt_en,rdf.hasMultipleLanguage,DS2.checksumsha256_txt_en,DS3.checksumsha256_txt_en,DS4.checksumsha256_txt_en,DS5.checksumsha256_txt_en,DS6.checksumsha256_txt_en,DS7.checksumsha256_txt_en,mods.ss_hasQLOrder,DS_MS_NON_EXCEL.checksumsha256_txt_en,dc.relation.isReferencedBy,DS10.checksumsha256_txt_en,DS11.checksumsha256_txt_en,DS12.checksumsha256_txt_en,DS13.checksumsha256_txt_en,DS14.checksumsha256_txt_en,DS15.checksumsha256_txt_en,DS16.checksumsha256_txt_en,DS17.checksumsha256_txt_en,DS18.checksumsha256_txt_en,DS8.checksumsha256_txt_en,DS9.checksumsha256_txt_en
dot:43506,,,,Active,A Review of Highway Policies,English,"Policy,Highway planning,Public roads,Highways,Federal aid",2021-11-10T13:30:01.410Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,A Review of Highway Policies,,,,true,"1950-10-05; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505994,1950,PDF,Presentations,MacDonald\, Thos. H,Federal Highway Administration,Policy,Highway planning,Public roads,Highways,Federal aid,1197",1950-10-05,PDF,,,,,2019-12-19T16:34:53.883Z,,Presentations,,Federal Highway Administration,application/pdf,V14-006.pdf,771782,urn:sha256:6ccbaa50301966f0243a27101a186e378b503a719bbbc066feaa38e20c34f3dd,1950,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505994,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68600/68642/V14-006.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43284,,,,Active,Federal and State Policies in the Construction of the Federal Aid Highway System,English,"Highway planning,Highway design,Federal aid,Costs",2021-11-10T13:28:06.150Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Federal and State Policies in the Construction of the Federal Aid Highway System,,,,true,"1923-12-03; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505772,1923,PDF,Presentations,MacDonald\, Thos. H,Federal Highway Administration,Highway planning,Highway design,Federal aid,Costs,1197",1923-12-03,PDF,,,,,2019-12-19T16:30:10.149Z,,Presentations,,Federal Highway Administration,application/pdf,V3-010.pdf,2067929,urn:sha256:716c3378db30b71c24941217289c6289f7f048470fb58bd015900ffa31cd1a54,1923,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505772,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68400/68420/V3-010.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43103,,,,Active,The Big Job Ahead,English,"Highway planning,Federal aid,Costs,Policy",2021-11-10T13:26:32.413Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,The Big Job Ahead,,,,true,"1967-03-16; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505591,1967,PDF,Presentations,Turner\, Francis C,Federal Highway Administration,Highway planning,Federal aid,Costs,Policy,1197",1967-03-16,PDF,,,,,2019-12-19T16:26:15.105Z,,Presentations,,Federal Highway Administration,application/pdf,1947-67-040.PDF,342719,urn:sha256:5e50c7d872246218ea2a7ed74066e591285989a7dc9be3de02e9e9d1a3b4a326,1967,,dot:42737,,"Turner\, Francis C",,,https://doi.org/10.21949/1505591,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68200/68239/1947-67-040.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43033,,,,Active,Toll Roads versus Free Roads,English,"Tolls,Public roads",2021-11-10T13:25:54.098Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Toll Roads versus Free Roads,,,,true,"1947-11-03; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505521,1947,PDF,Presentations,Fairbank\, Herbert S,Federal Highway Administration,Tolls,Public roads,1197",1947-11-03,PDF,,,,,2019-12-19T16:24:48.650Z,,Presentations,,Federal Highway Administration,application/pdf,1942-1948-021.PDF,301432,urn:sha256:d183e85b6b68d9e6e71202803b5a72f2e9793d5c34bdc9d5ee1ce080fa581799,1947,,dot:42737,,"Fairbank\, Herbert S",,,https://doi.org/10.21949/1505521,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68100/68169/1942-1948-021.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43138,,,,Active,Our Future Highways,English,"Highway safety,Highway planning,Highway design,Federal aid",2021-11-10T13:26:50.437Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Our Future Highways,,,,true,"1968-03-04; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505626,1968,PDF,Presentations,Turner\, Francis C,Federal Highway Administration,Highway safety,Highway planning,Highway design,Federal aid,1197",1968-03-04,PDF,,,,,2019-12-19T16:26:58.448Z,,Presentations,,Federal Highway Administration,application/pdf,1968-69-004.PDF,509153,urn:sha256:b6085bf0a771875063168b3332da3d956fa54484a29f0d078b2aba14cb8993c4,1968,,dot:42737,,"Turner\, Francis C",,,https://doi.org/10.21949/1505626,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68200/68274/1968-69-004.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43337,,,,Active,Effect of Six-Wheel Vehicles on Highway Design,English,"Highway planning,Highway design,Federal aid,Public roads,Pavements",2021-11-10T13:28:33.580Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Effect of Six-Wheel Vehicles on Highway Design,,,,true,"1928-10-18; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505825,1928,PDF,Presentations,MacDonald\, Thos. H,Federal Highway Administration,Highway planning,Highway design,Federal aid,Public roads,Pavements,1197",1928-10-18,PDF,,,,,2019-12-19T16:31:18.638Z,,Presentations,,Federal Highway Administration,application/pdf,V6-007.pdf,1114771,urn:sha256:38c6683204dd0b0ff494f2993932f9b09d9e1855bb69b24128cfa9a821f4a5fe,1928,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505825,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68400/68473/V6-007.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43441,,,,Active,Highway Program for the United States,English,"Highways,Policy,Public roads",2021-11-10T13:29:27.277Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Highway Program for the United States,,,,true,"1939-11-13; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505929,1939,PDF,Manuscript,MacDonald\, Thos. H,Federal Highway Administration,Highways,Policy,Public roads,1197",1939-11-13,PDF,,,,,2019-12-19T16:33:34.153Z,,Manuscript,,Federal Highway Administration,application/pdf,V10-028.pdf,1333980,urn:sha256:51e6a2e2aa693b74ee9825637125fdaee9eb87f207f3e0070bc83443ad24e430,1939,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505929,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68500/68577/V10-028.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43451,,,,Active,Highways for National Defense,English,"Legislation,Military transportation",2021-11-10T13:29:32.649Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Highways for National Defense,,,,true,"1941-07-01; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505939,1941,PDF,Manuscript,MacDonald\, Thos. H,Federal Highway Administration,Legislation,Military transportation,1197",1941-07-01,PDF,,,,,2019-12-19T16:33:45.926Z,,Manuscript,,Federal Highway Administration,application/pdf,V11-009.pdf,306794,urn:sha256:2fab1d067aade87747b5f55386af2b7eb81c067375d631e4ba6433def5361b20,1941,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505939,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68500/68587/V11-009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43299,,,,Active,Financial Value of Highway Research,English,"Highway planning,Highway design,Federal aid,Policy,Research",2021-11-10T13:28:13.901Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Financial Value of Highway Research,,,,true,"1924-12-04; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505787,1924,PDF,Presentations,MacDonald\, Thos. H,Federal Highway Administration,Highway planning,Highway design,Federal aid,Policy,Research,1197",1924-12-04,PDF,,,,,2019-12-19T16:30:28.974Z,,Presentations,,Federal Highway Administration,application/pdf,V4-008.pdf,684423,urn:sha256:5b735e071bd00830f14b56ea730255de03212025e771232a192d4324a5f0c159,1924,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505787,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68400/68435/V4-008.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43213,,,,Active,What to Expect in 1971,English,"Highway planning,Highway design,Costs",2021-11-10T13:27:29.214Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,What to Expect in 1971,,,,true,"1970-11-09; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505701,1970,PDF,Presentations,Turner\, Francis C,Federal Highway Administration,Highway planning,Highway design,Costs,1197",1970-11-09,PDF,,,,,2019-12-19T16:28:32.991Z,,Presentations,,Federal Highway Administration,application/pdf,1970-71-029.PDF,387712,urn:sha256:8b3ecf59ee70a65c6b7b61e5ac2acf5c172ce28755e3258d6c3a20c26f422b8e,1970,,dot:42737,,"Turner\, Francis C",,,https://doi.org/10.21949/1505701,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68300/68349/1970-71-029.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43478,,,,Active,Some Facts on Gasoline Taxes and Other Road-User Imposts and Their Effects on Motor-Vehicle Use and Gasoline Consumption,English,"Fuel consumption,Taxes,Research",2021-11-10T13:29:46.795Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Some Facts on Gasoline Taxes and Other Road-User Imposts and Their Effects on Motor-Vehicle Use and Gasoline Consumption,,,,true,"1946-11-01; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505966,1946,PDF,Manuscript,MacDonald\, Thos. H,Federal Highway Administration,Fuel consumption,Taxes,Research,1197",1946-11-01,PDF,,,,,2019-12-19T16:34:18.219Z,,Manuscript,,Federal Highway Administration,application/pdf,V12-018.pdf,1478716,urn:sha256:8bd4190d0d0ef7721ae6eb837ab3d1a8fb6a8d590787f91d1f093ac9348d4dfb,1946,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505966,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68600/68614/V12-018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43298,,,,Active,The Urgent Necessity for Uniform Traffic Laws and Public Safety Devices,English,"Highway planning,Highway design,Federal aid,Policy,Legislation",2021-11-10T13:28:13.395Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,The Urgent Necessity for Uniform Traffic Laws and Public Safety Devices,,,,true,"1920-11-17; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505786,1920,PDF,Presentations,MacDonald\, Thos. H,Federal Highway Administration,Highway planning,Highway design,Federal aid,Policy,Legislation,1197",1920-11-17,PDF,,,,,2019-12-19T16:30:27.824Z,,Presentations,,Federal Highway Administration,application/pdf,V4-007.pdf,973084,urn:sha256:7955e1a7b78816c7a7b97461e07437ebcd688be4b266641e8f477ee74b9673e0,1920,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505786,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68400/68434/V4-007.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43056,,,,Active,"Interregion\, of Council on Highway Transportation",English,"Road tests,Planning",2021-11-10T13:26:08.243Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,"Interregion, of Council on Highway Transportation",,,,true,"1949-12-01; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505544,1949,PDF,Text,Fairbank\, Herbert S,Federal Highway Administration,Road tests,Planning,1197",1949-12-01,PDF,,,,,2019-12-19T16:25:16.214Z,,Text,,Federal Highway Administration,application/pdf,1949-1954-017.PDF,152928,urn:sha256:447470cdbd0f48bac3b7ce722103f47b14c4d66c69706129ad914598271a0414,1949,,dot:42737,,"Fairbank\, Herbert S",,,https://doi.org/10.21949/1505544,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68100/68192/1949-1954-017.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dot:43264,,,,Active,Highway Transportation – a Field for Engineers,English,"Highway planning,Highway design,Costs,Federal aid,Highway engineers",2021-11-10T13:27:55.765Z,Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,English,Highway Transportation – a Field for Engineers,,,,true,"1922-03-01; \,","Papers By H.S. Fairbank - Frank Turner - T.H. Macdonald - FTMPAPERS,https://doi.org/10.21949/1505752,1922,PDF,Presentations,MacDonald\, Thos. H,Federal Highway Administration,Highway planning,Highway design,Costs,Federal aid,Highway engineers,1197",1922-03-01,PDF,,,,,2019-12-19T16:29:41.863Z,,Presentations,,Federal Highway Administration,application/pdf,V2-004.pdf,369417,urn:sha256:2c8be726dc9dd2d227f1fd2bcfb007decc1064f2dbd7589ea2d6bbaaa8b968ec,1922,,dot:42737,,"MacDonald\, Thos. H",,,https://doi.org/10.21949/1505752,1197,,,,,,,,,,,https://ntlrepository.blob.core.windows.net/lib/68000/68400/68400/V2-004.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
